episode,timestep,reward,update_timestep,K_epochs,eps_clip,gamma,lr_actor,lr_critic,random_seed,
115,800,178.3913,1600,100,0.5,0.99,5e-05,0.0005,0,
235,1600,169.9583
347,2400,183.9732
459,3200,184.2411
561,4000,205.2745
667,4800,194.4151
761,5600,227.8191
863,6400,203.1667
952,7200,241.3146
1042,8000,236.3111
1123,8800,264.7531
1204,9600,266.2222
1287,10400,259.8313
1353,11200,335.8788
1413,12000,363.9667
1489,12800,286.9474
1550,13600,364.8689
1604,14400,411.463
1662,15200,384.2414
1721,16000,381.6949
1771,16800,449.8
1825,17600,408.1667
1888,18400,351.2857
1939,19200,433.4314
1985,20000,488.3261
2037,20800,443.5769
2085,21600,472.25
2133,22400,467.2083
2178,23200,500.2667
2224,24000,488.7609
2275,24800,441.0196
2320,25600,501.7556
2360,26400,579.8
2402,27200,531.8095
2443,28000,552.9512
2485,28800,538.619
2530,29600,501.4
2573,30400,537.4884
2619,31200,488.5435
2660,32000,553.3171
2701,32800,555.0
2742,33600,562.1463
2783,34400,555.4634
2827,35200,516.5
2870,36000,527.4651
2909,36800,584.6923
2952,37600,527.8605
2989,38400,601.027
3030,39200,566.122
3072,40000,533.4524
3115,40800,529.9302
3152,41600,624.8919
3197,42400,498.9111
3237,43200,571.075
3269,44000,714.625
3307,44800,609.0789
3348,45600,553.439
3388,46400,574.625
3421,47200,690.1515
3465,48000,514.6136
3502,48800,608.3243
3538,49600,633.4167
3576,50400,611.6316
3622,51200,488.5435
3659,52000,619.2432
3702,52800,529.8837
3746,53600,517.0682
3787,54400,540.2195
3833,55200,498.913
3874,56000,541.7073
3912,56800,612.3421
3951,57600,569.359
3992,58400,562.6341
4032,59200,573.175
4069,60000,624.3243
4108,60800,563.8462
4149,61600,563.9024
4184,62400,649.8286
4218,63200,666.2059
4262,64000,525.6818
4300,64800,595.7105
4336,65600,637.8056
4365,66400,791.2759
4399,67200,677.6176
4435,68000,625.7222
4465,68800,774.4667
4497,69600,722.7812
4532,70400,644.3429
4570,71200,608.7895
4607,72000,609.4054
4641,72800,675.6765
4685,73600,524.9545
4722,74400,598.9459
4759,75200,627.9459
4790,76000,732.1935
4825,76800,660.4571
4865,77600,566.2
4902,78400,604.1081
4942,79200,578.45
4979,80000,622.027
5014,80800,650.4571
5049,81600,663.6286
5087,82400,596.2368
5123,83200,638.1667
5168,84000,493.2
5205,84800,605.7027
5245,85600,589.15
5283,86400,588.9737
5321,87200,597.3684
5355,88000,678.0882
5391,88800,620.6944
5428,89600,632.027
5465,90400,628.6757
5500,91200,651.9429
5529,92000,798.4138
5562,92800,681.6061
5598,93600,621.3333
5627,94400,797.5172
5661,95200,702.7059
5690,96000,786.1379
5726,96800,626.6389
5761,97600,675.1714
5796,98400,648.7429
5831,99200,647.9429
5868,100000,620.8919
5904,100800,617.0
5945,101600,576.4878
5974,102400,786.4483
6008,103200,686.2353
6041,104000,687.9394
6076,104800,651.0571
6108,105600,702.0
6136,106400,856.8214
6166,107200,767.3667
6204,108000,600.7368
6236,108800,707.6875
6272,109600,633.3333
6302,110400,788.8
6336,111200,649.0588
6365,112000,819.4483
6403,112800,603.3158
6432,113600,797.9655
6466,114400,671.6176
6495,115200,780.9655
6527,116000,737.75
6557,116800,750.0333
6590,117600,700.303
6620,118400,742.0333
6646,119200,918.8846
6680,120000,674.5294
6710,120800,750.1667
6743,121600,731.1515
6774,122400,712.6129
6802,123200,803.9643
6830,124000,869.3214
6861,124800,754.6129
6894,125600,693.0
6926,126400,701.8125
6957,127200,768.7742
6987,128000,763.6333
7023,128800,637.9167
7054,129600,744.7742
7084,130400,771.7
7116,131200,710.4062
7149,132000,704.3636
7178,132800,794.0345
7207,133600,803.5862
7240,134400,691.2121
7271,135200,715.871
7305,136000,691.1471
7337,136800,728.9062
7368,137600,750.4839
7400,138400,708.3438
7429,139200,792.7931
7460,140000,750.2903
7491,140800,690.4839
7518,141600,928.9259
7550,142400,720.1562
7577,143200,830.2963
7614,144000,631.0541
7640,144800,853.8077
7670,145600,797.7333
7699,146400,799.7586
7729,147200,778.9
7764,148000,643.2
7797,148800,661.6061
7830,149600,720.9091
7860,150400,772.2667
7890,151200,788.8
7923,152000,684.303
7955,152800,726.5
7984,153600,770.4828
8016,154400,742.4688
8049,155200,684.6364
8079,156000,779.9333
8111,156800,727.7812
8144,157600,678.3333
8177,158400,704.8788
8207,159200,767.2667
8241,160000,678.1176
8271,160800,774.2333
8301,161600,763.1667
8329,162400,834.75
8357,163200,808.8929
8385,164000,831.4286
8413,164800,819.5714
8442,165600,816.1379
8471,166400,773.0
8504,167200,702.1212
8540,168000,648.3056
8569,168800,769.0
8601,169600,724.9375
8634,170400,687.8788
8665,171200,757.1935
8696,172000,753.3548
8729,172800,702.0
8760,173600,738.5806
8787,174400,773.6296
8819,175200,784.9375
8851,176000,719.5938
8880,176800,806.1379
8913,177600,676.8485
8947,178400,684.7941
8984,179200,631.0
9010,180000,878.1923
9038,180800,807.0
9070,181600,739.8125
9100,182400,774.1667
9132,183200,713.375
9162,184000,772.3333
9193,184800,734.8065
9227,185600,660.2647
9263,186400,651.0556
9293,187200,770.1333
9324,188000,753.6129
9354,188800,760.5333
9387,189600,707.4242
9417,190400,736.5
9446,191200,816.2069
9481,192000,654.7429
9509,192800,807.6071
9544,193600,670.5714
9579,194400,635.9714
9611,195200,745.375
9641,196000,768.8667
9671,196800,762.8333
9709,197600,582.8947
9744,198400,677.8
9778,199200,676.6176
9808,200000,763.7
9834,200800,869.8077
9865,201600,759.6452
9900,202400,655.0571
9933,203200,692.5455
9962,204000,808.8966
9991,204800,797.0
10020,205600,735.5517
10052,206400,770.4375
10079,207200,841.4074
10111,208000,732.7188
10145,208800,669.4706
10178,209600,704.7576
10209,210400,749.2903
10241,211200,710.4688
10271,212000,756.3333
10300,212800,813.4138
10332,213600,704.4688
10361,214400,814.6552
10387,215200,882.0385
10417,216000,783.3667
10445,216800,797.8214
10475,217600,734.4
10501,218400,930.6154
10530,219200,802.3793
10561,220000,713.7419
10591,220800,808.4333
10617,221600,871.8462
10652,222400,684.0857
10683,223200,700.129
10710,224000,877.1481
10740,224800,745.4333
10762,225600,1119.7727
10791,226400,795.1379
10820,227200,807.4138
10843,228000,1012.1304
10875,228800,676.4688
10899,229600,1011.625
10925,230400,887.3462
10955,231200,781.2
10979,232000,937.7917
11008,232800,774.069
11036,233600,869.3571
11066,234400,761.5667
11096,235200,775.4333
11126,236000,768.6333
11159,236800,689.6364
11184,237600,929.2
11215,238400,754.2258
11244,239200,780.4483
11270,240000,907.5
11293,240800,1002.5217
11325,241600,732.9688
11350,242400,919.6
11375,243200,941.28
11404,244000,791.7241
11431,244800,803.8148
11459,245600,863.3214
11489,246400,790.7
11516,247200,820.5185
11545,248000,820.1034
11570,248800,939.08
11596,249600,896.3077
11619,250400,1002.0435
11645,251200,878.8077
11672,252000,833.8148
11702,252800,790.4667
11731,253600,812.4138
11764,254400,696.7879
11790,255200,906.5385
11819,256000,794.1034
11839,256800,1130.25
11868,257600,807.6207
11895,258400,870.7037
11924,259200,795.2414
11946,260000,1042.7273
11975,260800,814.8276
12006,261600,734.2581
12029,262400,1007.6522
12056,263200,840.7407
12080,264000,985.6667
12113,264800,710.6364
12145,265600,724.3125
12173,266400,796.8929
12200,267200,850.7778
12225,268000,899.72
12250,268800,970.44
12276,269600,896.2308
12306,270400,784.6
12335,271200,793.0
