episode,timestep,reward,update_timestep,K_epochs,eps_clip,gamma,lr_actor,lr_critic,random_seed,
104,666,105.0,1332,40,0.2,0.99,0.0001,0.0003,0,
199,1332,119.3684
296,1998,119.0722
393,2664,115.0103
474,3330,143.2963
569,3996,123.5895
658,4662,131.0112
750,5328,126.3696
834,5994,141.2143
921,6660,140.2184
1014,7326,129.9785
1092,7992,159.359
1179,8658,141.7011
1263,9324,142.7024
1344,9990,157.9012
1417,10656,178.6301
1498,11322,154.1728
1570,11988,181.7639
1644,12654,175.2838
1716,13320,183.5278
1785,13986,188.7826
1856,14652,177.7324
1930,15318,176.0811
1999,15984,187.0145
2070,16650,189.169
2138,17316,195.8382
2204,17982,207.0303
2266,18648,225.0161
2323,19314,239.7895
2380,19980,236.0
2423,20646,328.4186
2472,21312,290.2041
2526,21978,252.8148
2578,22644,260.9231
2626,23310,293.8542
2666,23976,352.225
2713,24642,298.6383
2749,25308,397.25
2789,25974,364.65
2828,26640,363.0
2874,27306,284.1522
2912,27972,380.0526
2956,28638,300.0
2988,29304,480.5625
3027,29970,373.0256
3058,30636,430.5484
3086,31302,556.6071
3113,31968,511.7037
3137,32634,614.0
3173,33300,412.1667
3203,33966,471.3333
3231,34632,511.5357
3257,35298,531.1923
3279,35964,686.3182
3297,36630,808.1111
3315,37296,836.0556
3337,37962,672.4545
3354,38628,903.5294
3365,39294,1191.6364
3384,39960,878.4211
3416,40626,453.4062
3434,41292,826.2222
3451,41958,903.8824
3470,42624,738.1579
3490,43290,757.5
3503,43956,1200.7692
3516,44622,1067.8462
3525,45288,1727.8889
3541,45954,1013.9375
3553,46620,1141.0
3560,47286,2057.2857
3575,47952,1003.3333
3585,48618,1621.0
3589,49284,3259.75
3602,49950,1203.0
3608,50616,2114.1667
3616,51282,2279.625
3623,51948,2152.4286
3634,52614,1096.7273
3642,53280,1785.25
3659,53946,940.9412
3664,54612,3056.0
3670,55278,2732.8333
3687,55944,887.8235
3695,56610,1794.375
3700,57276,2959.0
3712,57942,1139.4167
3722,58608,1341.7
3732,59274,1297.2
3741,59940,2100.8889
3748,60606,2171.2857
3757,61272,1677.6667
3763,61938,2140.8333
3771,62604,2067.625
3781,63270,1431.6
3788,63936,2136.2857
3799,64602,1347.6364
3803,65268,3070.5
3808,65934,3486.0
3812,66600,3196.25
3822,67266,1769.4
3830,67932,1654.0
3835,68598,3182.2
3844,69264,1610.0
3852,69930,1367.25
3858,70596,2997.8333
3867,71262,1709.5556
3878,71928,1257.9091
3882,72594,3781.5
3887,73260,3264.0
3895,73926,1757.5
3899,74592,3644.25
3908,75258,1817.1111
3911,75924,4674.3333
3915,76590,3820.0
3921,77256,2491.0
3931,77922,1318.2
3935,78588,3691.0
3940,79254,3512.4
3948,79920,1840.375
3954,80586,2247.1667
3959,81252,3330.4
3964,81918,3155.8
3971,82584,1888.1429
3978,83250,1704.8571
3983,83916,3701.4
3991,84582,2139.0
3997,85248,1964.0
4002,85914,3617.2
4005,86580,3460.0
4010,87246,4345.0
4017,87912,2042.4286
4021,88578,3988.5
4028,89244,2062.8571
4032,89910,3529.5
4035,90576,5275.0
4041,91242,1798.0
4046,91908,4117.0
4048,92574,5944.0
4052,93240,3678.5
4059,93906,2454.8571
4062,94572,3570.6667
4069,95238,2734.7143
4074,95904,3189.6
4078,96570,2316.5
4081,97236,6339.3333
4091,97902,1686.9
4095,98568,2846.0
4100,99234,3693.4
4102,99900,4812.0
4105,100566,5343.6667
4110,101232,3268.2
4114,101898,3438.75
4118,102564,4159.75
4125,103230,1676.0
4130,103896,3799.6
4135,104562,2873.6
4138,105228,5253.6667
4141,105894,4953.0
4144,106560,4891.3333
4146,107226,5469.5
4150,107892,3522.75
4152,108558,6273.5
4157,109224,4338.0
